College_Country_Name,College_Name,College_Place,College_Fees,College_Top_Course,College_Exam_Score,College_Heading,College_Logo,Upper_Section_Details,College_Rating,College_Summary,Fees_and_Eligibility,Courses_Details
CANADA,"School of Business, University of Alberta, Edmonton","Alberta, Canada","{'Tuition Fees': '₹19.27L/Yr\xa0(CA$31,446/Yr)'}",M.B.A,"GMAT- 550.0, TOEFL- 100.0, PTE- 68.0","School of Business, University of Alberta: Rankings, Courses, Fees 2024, Admission Criteria, Cost of Attendance & Scholarships",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_416_14-18:11_logo.jpeg?h=90&w=90&mode=stretch,"{'Location': 'Edmonton, Alberta', 'School type': 'Faculty', 'Established Year': 'Estd1916'}",,"Alberta School of Business is a top MBA college in Canada with accreditations from AACSB. The university was established in 1916. The Alberta School of Business offers various undergraduate and graduate programs at Alberta School of Business in business, including accounting, finance, marketing, and management. The Alberta School of Business has about 39,000 plus undergraduate and postgraduate students. More than 6,500 students are called international. Up to half of all full-time students in the MBA program in Alberta are international students. According to the QS Global MBA Rankings 2024, the Alberta School of Business is one of the top universities in Canada, ranked at #121-130.",,
CANADA,"I.H. Asper School of Business, Winnipeg","Manitoba, Canada","{'Tuition Fees': '₹15.72L/Yr\xa0(CA$25,656/Yr)', 'Living Fees': '₹5.38L/Yr\xa0(CA$8,773/Yr)'}",M.B.A,"GMAT- 550.0, TOEFL- 100.0, PTE- 65.0","I.H. Asper School of Business: Programs, Admission, Campus, Accommodations, Cost, Scholarships, Alumni & Placements",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_418_25-14:38_unnamed.jpeg?h=90&w=90&mode=stretch,"{'Location': 'Winnipeg, Manitoba', 'School type': 'School', 'Established Year': 'Estd1937'}",,"Started as a small business school, I.H. Asper School of Business has now transformed into an esteemed business institute. About 1800 students pursue bachelors, masters, and PhD programs at Asper School of Business. More than 1350 students reside on campus residence every year.","[{'Program Type': 'M.B.A (2 years)', 'Important Dates': 'Application Deadline For Winter Intake (1st Jul 2024)', 'Fees': 'INR 29.6 L/Yr', 'Exams Score': 'TOEFL: 100.0, IELTS: 7.0, GMAT: 550.0, PTE: 65.0, GRE: 308.0'}, {'Program Type': 'M.B.A (2 years)', 'Important Dates': 'Application Deadline For Spring Intake (1st Jul 2024)', 'Fees': 'INR 14.4 L/Yr', 'Exams Score': 'TOEFL: 100.0, IELTS: 7.0, GMAT: 550.0, PTE: 61.0, GRE: 308.0'}]",
CANADA,"Peter B. Gustavson School of Business, Victoria","British Columbia, Canada","{'Tuition Fees': '₹16.12L/Yr\xa0(CA$26,311/Yr)'}",M.B.A,"GMAT- 550.0, TOEFL- 90.0","Peter B. Gustavson School of Business: Rankings, Courses, Admissions, Tuition Fee, Cost of Attendance & Scholarships",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_420_01-16:29_1.jpeg?h=90&w=90&mode=stretch,"{'Location': 'Victoria, British Columbia', 'School type': 'School', 'Established Year': 'Estd1990'}",,"Affiliated with the University of Victoria, Canada, Gustavson is one of the very few business schools around the world that is accredited by both AACSB and EQUIS accreditation. It also is the only North American business school represented on the Board of the European Foundation for Management Development. Programs at Peter B Gustavson Business School allows students to specialize in one of the three high demand areas of Entrepreneurship, International Business or Service Management. The Sardul S.Gill Graduate School of Business at the college offers postgraduate and doctorate courses.","[{'Program Type': 'M.B.A (16 months)', 'Important Dates': 'Application Deadline For September Intake (30th Apr 2024)', 'Fees': 'INR 18.4 L/Yr', 'Exams Score': 'TOEFL: 90.0, IELTS: 6.5, GMAT: 550.0, MELAB: 90.0'}, {'Program Type': 'B.Com (4 years)', 'Important Dates': 'Document Submission Deadline (30th Apr 2024)', 'Fees': 'INR 18.2 L/Yr', 'Exams Score': 'TOEFL: 90.0, IELTS: 6.5, MELAB: 90.0'}, {'Program Type': 'M.I.B (1 year)', 'Important Dates': 'Application Deadline For September Intake (30th Apr 2024)', 'Fees': 'INR 20.3 L/Yr', 'Exams Score': 'TOEFL: 90.0, IELTS: 6.5, MELAB: 90.0'}, {'Program Type': 'M.B.A Sustainable Innovation (1 year)', 'Important Dates': 'Application Deadline For September Intake (30th Apr 2024)', 'Fees': 'INR 18.4 L/Yr', 'Exams Score': 'TOEFL: 90.0, IELTS: 6.5, MELAB: 90.0, GRE: 317.0, GMAT: 550.0'}, {'Program Type': 'M.B.A Weekend (24 months)', 'Important Dates': 'Application Deadline For September Intake (30th Apr 2024)', 'Fees': 'INR 12.3 L/Yr', 'Exams Score': 'TOEFL: 90.0, IELTS: 6.5, GMAT: 550.0'}]",
CANADA,"Lazaridis School of Business & Economics, Waterloo","Ontario, Canada","{'Tuition Fees': '₹22.63L/Yr\xa0(CA$36,921/Yr)'}",M.B.A,"GMAT- 550.0, TOEFL- 100.0","Lazaridis School of Business & Economics: Rankings, Courses, Admissions, Tuition Fee, Cost of Attendance & Scholarships",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_421_25-14:54_images.jpeg?h=90&w=90&mode=stretch,"{'Location': 'Waterloo, Ontario', 'School type': 'School', 'Established Year': 'Estd1966'}",,"Lazaridis School of Business and Economics is the business School of Wilfrid Laurier University in Waterloo, Ontario, Canada. It is recognized by AACSB(Association to Advance Collegiate Schools of Business), which is a tremendous accomplishment considering that only around 5% of the world's 13000 business programmes have this accreditation. Programs at Lazaridis School of Business and Economics offer a wide range of options to applicants ranging from accounting, business technology management etc. The business degree with co-op is the one of the largest programs in the country immersing the students in the real-world environment in which they would work after graduation.","[{'Program Type': 'B.B.A (4 years)', 'Important Dates': 'Application Deadline For Winter 2025 Intake (22nd Nov 2024)', 'Fees': 'INR 24.6 L/Yr', 'Exams Score': 'TOEFL: 83.0, IELTS: 6.5, PTE: 59.0, Duolingo: 115.0'}, {'Program Type': 'Diploma Business Administration (1 year)', 'Important Dates': 'Application Deadline For Winter 2025 Intake (22nd Nov 2024)', 'Fees': 'INR 21.3 L/Yr', 'Exams Score': 'IELTS: 6.5, TOEFL: 83.0'}, {'Program Type': 'Graduate Diploma Accounting (12 weeks)', 'Important Dates': 'Application Deadline For Fall 2024 Intake (15th May 2024)\nFinal Application Deadline For Fall 2024 Intake (30th Jun 2024)', 'Fees': 'INR 12.1 L/Yr', 'Exams Score': 'TOEFL: 83.0, IELTS: 6.5, PTE: 59.0'}, {'Program Type': 'B.A Economics (4 years)', 'Important Dates': 'Application Deadline For Winter 2025 Intake (22nd Nov 2024)', 'Fees': 'INR 20.7 L/Yr', 'Exams Score': 'TOEFL: 83.0, IELTS: 6.5, PTE: 59.0, Duolingo: 115.0'}, {'Program Type': 'B.A Economics and Financial Management (4 years)', 'Important Dates': 'Application Deadline For Winter 2025 Intake (22nd Nov 2024)', 'Fees': 'INR 20.7 L/Yr', 'Exams Score': 'TOEFL: 83.0, IELTS: 6.5, PTE: 59.0, Duolingo: 115.0'}, {'Program Type': 'B.A Economics and Accounting (4 years)', 'Important Dates': 'Application Deadline For Winter 2025 Intake (22nd Nov 2024)', 'Fees': 'INR 20.7 L/Yr', 'Exams Score': 'TOEFL: 83.0, IELTS: 6.5, PTE: 59.0, Duolingo: 115.0'}]",
CANADA,"Dalhousie Medical School, Halifax","Nova Scotia, Canada","{'Tuition Fees': '₹12.3L/Yr\xa0(CA$20,070/Yr)'}",M.S Biochemistry and Molecular B...,"GRE- 300.0, TOEFL- 92.0, PTE- 65.0","Dalhousie Medical School: Rankings, Courses, Fees, Admissions & Scholarships.",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_422_15-12:53_images.jpeg?h=90&w=90&mode=stretch,"{'Location': 'Halifax, Nova Scotia', 'School type': 'School', 'Established Year': 'Estd1818'}",,"Established in 1868, the Dalhousie Medical School is a medical school and a faculty of Dalhousie University in Halifax, Nova Scotia, Canada. It is counted among the oldest medical School in Canada and the world and has been ranked #238 in the QS World University rankings. More than 1,000 Students from different countries grace the amicable Institute every year with their essence, bringing a natural mix of culture, legacy, and amiability to the city.",,
CANADA,"College of Medicine, University of Saskatchewan, Saskatoon","Saskatchewan, Canada","{'Tuition Fees': '₹4.91L/Yr\xa0(CA$8,015/Yr)'}",M.S Pharmacology,"GRE- 308.0, IELTS- 6.5, PTE- 63.0","College of Medicine, University of Saskatchewan: Rankings, Courses, Admissions, Tuition Fee, Cost of Attendance & Scholarships",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_436_25-18:23_College-of-Medicine.jpeg?h=90&w=90&mode=stretch,"{'Location': 'Saskatoon, Saskatchewan', 'School type': 'Faculty', 'Established Year': 'Estd1907'}",,,,
CANADA,"Schulich School of Medicine & Dentistry, London","Ontario, Canada","{'Tuition Fees': '₹11.32L/Yr\xa0(CA$18,477/Yr)'}",M.P.H,"Duolingo- 115.0, TOEFL- 100.0","Schulich School of Medicine & Dentistry Ranking, Programs, Admission Process & Living Cost",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_438_26-17:08_schulich.jpeg?h=90&w=90&mode=stretch,"{'Location': 'London, Ontario', 'School type': 'School', 'Established Year': 'Estd1881'}",,,,
CANADA,"Ontario Institute for Studies in Education, Toronto","Ontario, Canada","{'Tuition Fees': '₹14.23L/Yr\xa0(CA$23,218/Yr)'}",M.A Clinical and Counselling Psy...,TOEFL- 93.0,"Ontario Institute for Studies in Education [OISE]: Rankings, Courses, Admissions, Tuition Fee, Cost of Attendance & Scholarships",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_439_15-14:52_whenXvya_400x400.jpeg?h=90&w=90&mode=stretch,"{'Location': 'Toronto, Ontario', 'School type': 'Institute', 'Established Year': 'Estd1847'}",,"Ontario Institute For Studies In Education is situated in the most populous province of central Canada, Ontario Institute For Studies In Education, under the University of Toronto, is the only institute with an all-graduate program covering areas of teaching, research, and methods of learning. It was established in the year 1965 and offers 12 graduate programs, that are taught in 4 major departments. It was ranked the first position in the Faculty of Education in Canada by 2017 QS World University Rankings by subject.",,"[{'Course Name': 'Master of Arts [M.A] Clinical and Counselling Psychology', 'Course Duration': '2 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Fees': 'INR 18.5 L/Yr'}, {'Course Name': 'Doctor of Philosophy [Ph.D] School and Clinical Child Psychology', 'Course Duration': '4 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Fees': 'INR 5.4 L/Yr'}]"
CANADA,"Schulich School of law, Halifax","Nova Scotia, Canada","{'Tuition Fees': '₹19.85L/Yr\xa0(CA$32,391/Yr)'}",L.L.M,"GRE- 300.0, TOEFL- 92.0, PTE- 65.0","Schulich School of law: Rankings, Courses, Admissions, Tuition Fee, Cost of Attendance & Scholarships",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_441_15-14:59_dal-law-smaller1.jpeg?h=90&w=90&mode=stretch,"{'Location': 'Halifax, Nova Scotia', 'School type': 'School', 'Established Year': 'Estd1818'}",,"The Schulich School of Law is a national law institute of Dalhousie University, which is one of the top universities in the World. Schulich School of law programs are offered at undergraduate, and graduate-level and have combined law degree options. The Schulich School of Law is a leader in research and has networks with various national and international institutions. More than 500 students enroll at this prestigious school every year. The school scores high on research scores and provides a high percentage of placement to its graduates.",,
CANADA,"Osgoode Hall Law School, North York","Ontario, Canada","{'Tuition Fees': '₹26.53L/Yr\xa0(CA$43,287/Yr)'}",L.L.M,"Duolingo- 130.0, TOEFL- 97.0, PTE- 67.0","Osgoode Hall Law School, Canada: Rankings, Courses, Admissions, Tuition Fee, Cost of Attendance & Scholarships",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_449_15-15:08_246x0w.jpeg?h=90&w=90&mode=stretch,"{'Location': 'North York, Ontario', 'School type': 'School', 'Established Year': 'Estd1889'}",,"Affiliated under the York University, Canada, Osgoode Hall Law School is a public institution dedicated solely to law and legal studies. Housing two campuses in itself, Osgoode Hall Law School has been one of the premier law institutions in Canada for a number of years. Osgoode offers a wide range of programs in legal studies along with many research and fellowship opportunities that enhance the environment of academic and intellectual brilliance exponentially.",,
