College_Country_Name,College_Name,College_Place,College_Fees,College_Top_Course,College_Exam_Score,College_Heading,College_Logo,Upper_Section_Details,College_Rating,College_Summary,Fees_and_Eligibility,Courses_Details
USA,"Icahn School of Medicine at Mount Sinai, New York City","New York, Usa","{'Tuition Fees': '₹28.59L/Yr\xa0($34,303/Yr)'}",M.P.H,TOEFL- 79.0,"Icahn School of Medicine at Mount Sinai Ranking, Programs, Admission Process & Living Cost",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_1710_26-17:49_1097918017058803163.jpeg?h=90&w=90&mode=stretch,"{'Location': 'New York City, New York', 'School type': 'School', 'Established Year': 'Estd1852'}",,,"[{'Program Type': 'M.P.H (2 years)', 'Important Dates': 'Application Deadline For Fall 2024 Intake (1st Jun 2024)\nApplication Deadline For Spring 2025 Intake (1st Nov 2024)', 'Fees': 'INR 26.3 L/Yr', 'Exams Score': 'TOEFL: 79.0, IELTS: 6.5'}, {'Program Type': 'M.S Biomedical Data Science (2 years)', 'Important Dates': 'Application Deadline For Fall 2024 Intake (1st Jun 2024)', 'Fees': 'INR 21.9 L/Yr', 'Exams Score': 'IELTS: 6.5, TOEFL: 80.0, GRE: 296.0'}, {'Program Type': 'M.S Biomedical Science (2 years)', 'Important Dates': 'Final Application Deadline For 2024 Intake (1st Jul 2024)\nPriority Application Deadline For 2025 Intake (15th Feb 2025)', 'Fees': 'INR 23.4 L/Yr', 'Exams Score': 'TOEFL: 79.0, IELTS: 6.5'}, {'Program Type': 'M.S Clinical Research (2 years)', 'Important Dates': 'Application Deadline For Fall 2024 Intake (1st Jun 2024)', 'Fees': 'INR 28.1 L/Yr', 'Exams Score': 'TOEFL: 79.0, IELTS: 6.5'}, {'Program Type': 'M.S Biostatistics (1 year)', 'Important Dates': 'Final Application Deadline For 2024 Intake (1st Jul 2024)', 'Fees': 'INR 35.4 L/Yr', 'Exams Score': 'TOEFL: 79.0, IELTS: 6.5'}, {'Program Type': 'M.S Biomedical Informatics (2 years)', 'Important Dates': 'Final Application Deadline For 2024 Intake (1st Jul 2024)\nPriority Application Deadline For 2025 Intake (15th Feb 2025)', 'Fees': 'INR 29.2 L/Yr', 'Exams Score': 'TOEFL: 79.0, IELTS: 6.5'}]","[{'Course Name': 'Master of Science [M.S] Clinical Research', 'Course Duration': '2 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '01 Jun, 2024', 'Application Fees': 'INR 28.1 L/Yr'}, {'Course Name': 'Master of Public Health [M.P.H]', 'Course Duration': '2 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '01 Jun, 2024', 'Application Fees': 'INR 26.3 L/Yr'}]"
UK,"London School of Hygiene & Tropical Medicine, London","England, Uk","{'Tuition Fees': '₹29.33L/Yr\xa0(£27,808/Yr)'}",M.Sc Public Health,"IELTS- 7.0, PTE- 74.0","London School of Hygiene & Tropical Medicine [LSHTM]: Rankings, Courses, Admissions, Tuition Fee, Cost of Attendance & Scholarships",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_840_02-11:36_10.png?h=90&w=90&mode=stretch,"{'Location': 'London, England', 'School type': 'School', 'Established Year': 'Estd1899'}",,"The London School of Hygiene & Tropical Medicine (LSHTM), established in 1899, is a well-known public and global health institution in the UK. Located in Bloomsbury, LSHTM has over 5,000 students from 100+ countries; all of which are currently pursuing a full-time or part-time program at PG/Doctoral-level. Check: LSHTM Programs for International Students.","[{'Program Type': 'M.Sc Public Health (1 year)', 'Important Dates': 'Application Deadline (23rd Jul 2024)', 'Fees': 'INR 30.1 L/Yr', 'Exams Score': 'IELTS: 7.0, TOEFL: 100.0, PTE: 74.0'}, {'Program Type': 'M.Sc Immunology of Infectious Diseases (1 year)', 'Important Dates': 'Application Deadline (23rd Jul 2024)', 'Fees': 'INR 32 L/Yr', 'Exams Score': 'IELTS: 7.0, TOEFL: 100.0, PTE: 74.0'}, {'Program Type': 'M.A Public Health (1 year)', 'Important Dates': 'Application Deadline (23rd Jul 2024)', 'Fees': 'INR 30.1 L/Yr', 'Exams Score': 'IELTS: 7.0, TOEFL: 100.0, PTE: 74.0'}, {'Program Type': 'M.Sc Health Policy, Planning and Financing (1 year)', 'Important Dates': 'Application Deadline (23rd Jul 2024)', 'Fees': 'INR 28.8 L/Yr', 'Exams Score': 'IELTS: 7.0, TOEFL: 100.0, PTE: 74.0'}, {'Program Type': 'M.Sc Medical Statistics (1 year)', 'Important Dates': 'Application Deadline (23rd Jul 2024)', 'Fees': 'INR 30.1 L/Yr', 'Exams Score': 'IELTS: 7.0, TOEFL: 100.0, PTE: 74.0'}, {'Program Type': 'M.Sc Public Health for Eye Care (1 year)', 'Important Dates': 'Application Deadline (23rd Jul 2024)', 'Fees': 'INR 30.1 L/Yr', 'Exams Score': 'IELTS: 7.0, TOEFL: 100.0, PTE: 74.0'}]","[{'Course Name': 'Master of Science [M.Sc] Immunology of Infectious Diseases', 'Course Duration': '1 year', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '23 Jul, 2024', 'Application Fees': 'INR 32 L/Yr'}, {'Course Name': 'Master of Science [M.Sc] Public Health', 'Course Duration': '1 year', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '23 Jul, 2024', 'Application Fees': 'INR 30.1 L/Yr'}]"
USA,"Baylor College of Medicine, Houston","Texas, Usa","{'Tuition Fees': '₹50.33L/Yr\xa0($60,392/Yr)', 'Living Fees': '₹1.74L/Yr\xa0($2,084/Yr)'}",M.D/M.B.A,"GMAT- 450.0, TOEFL- 79.0","Baylor College of Medicine Ranking, Programs, Admission Process & Living Cost",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/1955 logo.jpg?h=90&w=90&mode=stretch,"{'Location': 'Houston, Texas', 'School type': 'College', 'Established Year': 'Estd1900'}",,,"[{'Program Type': 'M.D/M.B.A (5 years)', 'Important Dates': 'Early Review Deadline For 2025 Intake (1st Dec 2024)\nFinal Application Deadline For 2025 Intake (1st Jan 2025)', 'Fees': 'INR 67.6 L/Yr', 'Exams Score': 'GMAT: 450.0, TOEFL: 79.0, IELTS: 6.5'}, {'Program Type': 'M.D/M.P.H (5 years)', 'Important Dates': 'Early Review Deadline For 2025 Intake (1st Dec 2024)\nFinal Application Deadline For 2025 Intake (1st Jan 2025)', 'Fees': 'INR 67.6 L/Yr', 'Exams Score': 'GMAT: 450.0, TOEFL: 79.0, IELTS: 6.5'}, {'Program Type': 'M.S Orthotics and Prosthetics (3 years)', 'Important Dates': 'Early Review Deadline For 2025 Intake (1st Dec 2024)\nFinal Application Deadline For 2025 Intake (1st Jan 2025)', 'Fees': 'INR 15.8 L/Yr', 'Exams Score': 'GMAT: 450.0, TOEFL: 79.0, IELTS: 6.5'}]","[{'Course Name': 'Doctor of Medicine [M.D] / Master of Business Administration [M.B.A]', 'Course Duration': '5 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '01 Dec, 2024', 'Application Fees': 'INR 67.6 L/Yr'}, {'Course Name': 'Master of Science [M.S] Orthotics and Prosthetics', 'Course Duration': '3 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '01 Dec, 2024', 'Application Fees': 'INR 15.8 L/Yr'}]"
USA,"University of Texas Health Science Center, Houston","Texas, Usa","{'Tuition Fees': '₹17.58L/Yr\xa0($21,096/Yr)'}",M.S Biomedical Sciences - Therap...,,"University of Texas Health Science Center Ranking, Programs, Admission Process & Living Cost",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_1431_03-16:16_uthealth-logo.png?h=90&w=90&mode=stretch,"{'Location': 'Houston, Texas', 'School type': 'University', 'Established Year': 'Estd1972'}",,,"[{'Program Type': 'M.S Biomedical Informatics - Traditional Research Track (2 years)', 'Important Dates': 'Application Deadline For Fall Intake (1st Jul 2024)', 'Fees': 'INR 21.8 L/Yr', 'Exams Score': None}, {'Program Type': 'M.S Biomedical Informatics (2 years)', 'Important Dates': 'Application Deadline For Fall Intake (1st Jul 2024)', 'Fees': 'INR 21.8 L/Yr', 'Exams Score': None}, {'Program Type': 'M.S Oral and Maxillofacial Surgery (Six-Year Program) (4 years)', 'Important Dates': 'Application Deadline (1st Sep 2024)', 'Fees': 'INR 15 L/Yr', 'Exams Score': None}, {'Program Type': 'M.S Clinical Research (2 years)', 'Important Dates': 'Application Deadline (15th Jun 2024)', 'Fees': 'INR 21.8 L/Yr', 'Exams Score': None}, {'Program Type': 'B.S Dental Hygiene (2 years)', 'Important Dates': 'Application Deadline (31st Aug 2024)', 'Fees': 'INR 8.4 L/Yr', 'Exams Score': None}, {'Program Type': 'M.S Nursing - Nursing Leadership and Administration (2 years)', 'Important Dates': 'Application Deadline For Fall Intake (1st Jun 2024)', 'Fees': 'INR 14.6 L/Yr', 'Exams Score': None}]","[{'Course Name': 'Doctor of Philosophy [Ph.D] / Master of Public Health [M.P.H] Health Informatics and Public Health', 'Course Duration': '5 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Fees': 'INR 21.8 L/Yr'}, {'Course Name': 'Master of Science [M.S] Biomedical Sciences - Therapeutics and Pharmacology', 'Course Duration': '2 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Fees': 'INR 21.8 L/Yr'}]"
SWEDEN,"Stockholm School of Economics, Stockholm","Uppland, Sweden","{'Tuition Fees': '₹9.4L/Yr\xa0(kr120,000/Yr)', 'Living Fees': '₹35.2K/Yr\xa0(kr4,500/Yr)'}",M.S International Economics,"GMAT- 600.0, IELTS- 7.0, PTE- 62.0","Stockholm School of Economics [HHS] Rankings, Courses, Admissions, Tuition Fee, Cost of Attendance & Scholarships",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_777_05-11:49_logo.png?h=90&w=90&mode=stretch,"{'Location': 'Stockholm, Uppland', 'School type': 'School', 'Established Year': 'Estd1909'}",8.3,"Stockholm School of Economics is the only private funded university in Sweden. In addition to its specialized MBA degree, SSE offers 2 UG and 5 PG programs in Business, Economics, Retail Management, Accounting, Finance and International Business. International students planning to pursue courses at Stockholm School of Economics have to invest around 100,000 to 150,000 SEK.",,"[{'Course Name': 'Master of Science [M.S] Business and Management', 'Course Duration': '2 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Fees': 'INR 14.1 L/Yr'}, {'Course Name': 'Bachelor of Science [B.S] Business and Economics', 'Course Duration': '3 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Fees': 'INR 9.4 L/Yr'}]"
USA,"The Medical University of South Carolina, Charleston","South Carolina, Usa","{'Tuition Fees': '₹20.22L/Yr\xa0($24,268/Yr)'}",M.S Nurse Anesthesia,,"The Medical University of South Carolina Ranking, Programs, Admission Process & Living Cost",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_1110_29-16:29_MUSC_logo.png?h=90&w=90&mode=stretch,"{'Location': 'Charleston, South Carolina', 'School type': 'School', 'Established Year': 'Estd1824'}",,,"[{'Program Type': 'B.A/B.S Nursing - RN BSN (1 year)', 'Important Dates': 'Application Deadline For Fall 2024 Intake (30th Jun 2024)\nApplication Deadline For Spring 2025 Intake (30th Sep 2024)', 'Fees': 'INR 18 L/Yr', 'Exams Score': None}, {'Program Type': 'M.S Nurse Anesthesia (2 years)', 'Important Dates': 'Application Deadline For 2025 Intake (1st Sep 2024)', 'Fees': 'INR 19 L/Yr', 'Exams Score': None}, {'Program Type': 'B.A Health Administration (2 years)', 'Important Dates': 'Application Deadline For Fall 2024 Intake (1st Aug 2024)\nApplication Deadline For Fall 2025 Intake (1st Aug 2025)', 'Fees': 'INR 8.2 L/Yr', 'Exams Score': None}, {'Program Type': 'M.S Health Informatics (2 years)', 'Important Dates': 'Application Deadline For Fall 2024 Intake (1st Aug 2024)', 'Fees': 'INR 11.4 L/Yr', 'Exams Score': None}, {'Program Type': 'M.S Medical Sciences (2 years)', 'Important Dates': 'Application Deadline For Summer 2025 Intake (15th Apr 2025)', 'Fees': 'INR 26.4 L/Yr', 'Exams Score': None}, {'Program Type': 'B.N Nursing - Accelerated (16 months)', 'Important Dates': 'Application Deadline For Spring 2024 Intake (15th Aug 2024)\nPriority Application Deadline For Spring 2024 Intake (15th Sep 2024)\nApplication Deadline For Fall 2025 Intake (15th Nov 2024)\nPriority Application Deadline For Fall 2025 Intake (15th Mar 2025)', 'Fees': 'INR 38.4 L/Yr', 'Exams Score': None}]","[{'Course Name': 'Bachelor Nursing - RN BSN', 'Course Duration': '1 year', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '30 Jun, 2024', 'Application Fees': 'INR 18 L/Yr'}, {'Course Name': 'Master of Science [M.S] Nurse Anesthesia', 'Course Duration': '2 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '01 Sep, 2024', 'Application Fees': 'INR 19 L/Yr'}]"
USA,"The Graduate Center City University of New York, New York City","New York, Usa","{'Tuition Fees': '₹21.38L/Yr\xa0($25,650/Yr)'}",M.S Data Analysis and Visualizat...,TOEFL- 79.0,"The Graduate Center City University of New York: Rankings, Courses, Admissions, Tuition Fee, Cost of Attendance & Scholarships",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_1739_04-18:23_Logo.png?h=90&w=90&mode=stretch,"{'Location': 'New York City, New York', 'School type': 'School', 'Established Year': 'Estd1961'}",,"CUNY The Graduate Center is part of the multi-campus City University of New York system which is the largest system of urban universities in the world. The Graduate Center is home to more than 3,500 master’s and doctoral students. Over 85% of the students are enrolled in doctoral programs while the remaining participate in master’s programs. The student body of the center is one of the most diverse and inclusive with around 24% international students.",,"[{'Course Name': 'Master of Science [M.S] Data Analysis and Visualization', 'Course Duration': '2 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Fees': 'INR 21.4 L/Yr'}, {'Course Name': 'Master of Science [M.S] Data Science', 'Course Duration': '2 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Fees': 'INR 21.4 L/Yr'}]"
USA,"University of Texas Health Science Center, San Antonio","Texas, Usa","{'Tuition Fees': '₹22.43L/Yr\xa0($26,911/Yr)'}",M.S Biomedical Engineering,TOEFL- 68.0,"University of Texas Health Science Center Ranking, Programs, Admission Process & Living Cost",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_1970_19-18:22_UT_Health_San_Antonio.jpeg?h=90&w=90&mode=stretch,"{'Location': 'San Antonio, Texas', 'School type': 'University', 'Established Year': 'Estd1959'}",,,"[{'Program Type': 'M.S Biomedical Engineering (2 years)', 'Important Dates': 'Application Deadline For Fall Intake (1st Jun 2024)', 'Fees': 'INR 22.8 L/Yr', 'Exams Score': 'TOEFL: 68.0, IELTS: 6.5'}, {'Program Type': 'M.S Immunology and Infection (2 years)', 'Important Dates': 'Final Application Deadline (31st May 2024)', 'Fees': 'INR 22.8 L/Yr', 'Exams Score': 'TOEFL: 68.0, IELTS: 6.5'}, {'Program Type': 'M.S Medical Health Physics (2 years)', 'Important Dates': 'Application Deadline For Fall Intake (1st Jun 2024)', 'Fees': 'INR 22.8 L/Yr', 'Exams Score': 'TOEFL: 68.0, IELTS: 6.5'}]","[{'Course Name': 'Bachelor of Science [B.S] Nursing', 'Course Duration': '4 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Fees': 'INR 22 L/Yr'}, {'Course Name': 'Master of Science [M.S] Biomedical Engineering', 'Course Duration': '2 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '01 Jun, 2024', 'Application Fees': 'INR 22.8 L/Yr'}]"
IRELAND,"National University of Ireland, Galway, Galway","Galway, Ireland","{'Tuition Fees': '₹18.59L/Yr\xa0(€20,516/Yr)', 'Living Fees': '₹77.9K/Yr\xa0(€860/Yr)'}",M.A Data Analytics,"TOEFL- 85.0, PTE- 59.0","National University of Ireland [NUI Galway], Galway Ranking, Programs, Admission Process & Living Cost",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_730_28-18:48_nui-galway.png?h=90&w=90&mode=stretch,"{'Location': 'Galway, Galway', 'School type': 'University', 'Established Year': 'Estd1845'}",7.0,"With an intake of 16% international students, National University of Ireland Galway ranks among the top 1% of universities in the world. In recent years, NUI Galway’s has been increasing global reach and its reputation is improving impressively. In 2022, QS ranked NUI #259 but its ranking in 2023 has changed to #238, recording a jump of 21 positions. In the past 10 years, it has established nearly 384 global associations.",,"[{'Course Name': 'Master of Science [M.S] Computer Science - Artificial Intelligence', 'Course Duration': '1 year', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Fees': 'INR 17.3 L/Yr'}, {'Course Name': 'Master of Science [M.S] Business Analytics', 'Course Duration': '1 year', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Fees': 'INR 24.6 L/Yr'}]"
USA,"Rush University, Chicago","Illinois, Usa","{'Tuition Fees': '₹22.86L/Yr\xa0($27,432/Yr)'}",M.S Biotechnology,IELTS- 6.5,"Rush University: Rankings, Courses, Admissions, Tuition Fee, Cost of Attendance & Scholarships",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/2718 logo.jpg?h=90&w=90&mode=stretch,"{'Location': 'Chicago, Illinois', 'School type': 'University'}",,"Rush University is a private institution that serves as an academic enterprise under Rush University Medical Center. In terms of programs, the university offers more than 40 degree and certificate programs in Medicine, Nursing, Health and Biomedical Research. Along with that, there are over 60 postgraduate training programs for students from across the world. Rush University focuses both on clinical practice and education to encourage teamwork based on effectiveness.","[{'Program Type': 'M.S Biotechnology (1 year)', 'Important Dates': 'Application Deadline For Fall 2024 Intake (1st May 2024)', 'Fees': 'INR 16.7 L/Yr', 'Exams Score': 'IELTS: 6.5, TOEFL: 88.0'}, {'Program Type': 'M.S Cardiovascular Perfusion (2 years)', 'Important Dates': 'Application Deadline For Fall 2025 Intake (1st Jan 2025)', 'Fees': 'INR 26.5 L/Yr', 'Exams Score': 'IELTS: 6.5, TOEFL: 88.0'}, {'Program Type': 'B.S Health Sciences (2 years)', 'Important Dates': 'Application Deadline For 2024 Intake (1st Aug 2024)', 'Fees': 'INR 19.9 L/Yr', 'Exams Score': 'IELTS: 6.5, TOEFL: 88.0'}, {'Program Type': 'M.S Clinical Research (2 years)', 'Important Dates': 'Application Deadline For Fall 2024 Intake (26th Jun 2024)', 'Fees': 'INR 36.2 L/Yr', 'Exams Score': 'IELTS: 6.5, TOEFL: 88.0'}, {'Program Type': 'B.S Imaging Sciences (2 years)', 'Important Dates': 'Application Deadline For 2024 Intake (1st Aug 2024)', 'Fees': 'INR 22.4 L/Yr', 'Exams Score': 'IELTS: 6.5, TOEFL: 88.0'}, {'Program Type': 'M.S Speech-Language Pathology (2 years)', 'Important Dates': 'Application Deadline For Fall 2025 Intake (1st Jan 2025)', 'Fees': 'INR 31 L/Yr', 'Exams Score': 'IELTS: 6.5, TOEFL: 88.0'}]","[{'Course Name': 'Master of Science [M.S] Medical Laboratory Science', 'Course Duration': '2 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '01 Jun, 2024', 'Application Fees': 'INR 21.3 L/Yr'}, {'Course Name': 'Master of Science [M.S] Occupational Therapy', 'Course Duration': '2 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '15 Oct, 2024', 'Application Fees': 'INR 12.9 L/Yr'}]"
