College_Country_Name,College_Name,College_Place,College_Fees,College_Top_Course,College_Exam_Score,College_Heading,College_Logo,Upper_Section_Details,College_Rating,College_Summary,Fees_and_Eligibility,Courses_Details
Usa,"Columbia College Chicago, Chicago","Illinois, Usa","{'Tuition Fees': '₹25.61L/Yr\xa0($30,734/Yr)', 'Living Fees': '₹11.36L/Yr\xa0($13,630/Yr)'}",M.A Management,"Duolingo- 115.0, IELTS- 7.0","Columbia College Chicago, USA: Rankings, Courses, Admissions, Tuition Fee, Cost of Attendance & Scholarships",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/2077 Logo.png?h=90&w=90&mode=stretch,"{'Location': 'Chicago, Illinois', 'School type': 'College', 'Established Year': 'Estd1890'}",10,"Columbia College Chicago is recognised among the Best Film Schools in the US. The college is committed to provide a comprehensive educational opportunity in the arts, communications, and public information within a context of enlightened liberal education. Currently around 6,000+ students are enrolled at CC comprising an international population representing 60 countries across the world. Admissions at Columbia College Chicago are quite lenient with an acceptance rate of 90%. Applications at the college are invited on a rolling basis for the seasonal intakes of Fall, and Spring.",,"[{'Course Name': 'Bachelor of Arts [B.A] Audio Design and Production', 'Course Duration': '4 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Fees': 'INR 25.6 L/Yr'}, {'Course Name': 'Bachelor Fashion Design', 'Course Duration': '4 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Fees': 'INR 25.6 L/Yr'}]"
Usa,"Chicago State University, Chicago","Illinois, Usa","{'Tuition Fees': '₹16.29L/Yr\xa0($19,545/Yr)', 'Living Fees': '₹7.27L/Yr\xa0($8,724/Yr)'}",M.S Computer Science,"TOEFL- 69.0, PTE- 47.0","Chicago State University [CSU], USA: Ranking, Programs, Application Deadlines, Admission, Fees, Scholarships",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_1138_29-18:40_ngvyGPFU_400x400.jpeg?h=90&w=90&mode=stretch,"{'Location': 'Chicago, Illinois', 'School type': 'University', 'Established Year': 'Estd1867'}",,"Founded in 1867, the Chicago State University is a public university that evolved from a County Cook teacher’s college to an accredited university. Located in Chicago, Illinois with a 161-acre urban campus the university enrolls over 3,000 students with 2,100+ undergraduate students and nearly 900 graduate students. The university has a diverse student body that represents 38 states, 20 Illinois counties and 12 countries.","[{'Program Type': 'M.S Computer Science (2 years)', 'Important Dates': 'Application Deadline For Summer 2024 Intake (15th May 2024)\nApplication Deadline For Fall 2024 Intake (15th Jul 2024)\nApplication Deadline For Spring 2025 Intake (17th Dec 2024)', 'Fees': 'INR 16.9 L/Yr', 'Exams Score': 'TOEFL: 69.0, IELTS: 6.0, PTE: 47.0'}, {'Program Type': 'M.P.H (2 years)', 'Important Dates': 'Application Deadline For Fall 2024 Intake (15th Jul 2024)\nApplication Deadline For Spring 2025 Intake (17th Dec 2024)', 'Fees': 'INR 16.9 L/Yr', 'Exams Score': 'TOEFL: 69.0, IELTS: 6.0, PTE: 47.0'}, {'Program Type': 'B.S Computer Science (4 years)', 'Important Dates': 'Application Deadline For Fall 2024 Intake (1st Jul 2024)\nApplication Deadline For Spring 2025 Intake (15th Nov 2024)', 'Fees': 'INR 16 L/Yr', 'Exams Score': 'TOEFL: 69.0, IELTS: 6.0, PTE: 47.0'}, {'Program Type': 'B.A Psychology (4 years)', 'Important Dates': 'Application Deadline For Fall 2024 Intake (1st Jul 2024)\nApplication Deadline For Spring 2025 Intake (15th Nov 2024)', 'Fees': 'INR 16 L/Yr', 'Exams Score': 'TOEFL: 69.0, IELTS: 6.0, PTE: 47.0'}, {'Program Type': 'B.S Management (4 years)', 'Important Dates': 'Application Deadline For Fall 2024 Intake (1st Jul 2024)\nApplication Deadline For Spring 2025 Intake (15th Nov 2024)', 'Fees': 'INR 16 L/Yr', 'Exams Score': 'TOEFL: 69.0, IELTS: 6.0, PTE: 47.0'}, {'Program Type': 'M.S Biological Sciences (2 years)', 'Important Dates': 'Application Deadline For Fall 2024 Intake (15th Jul 2024)\nApplication Deadline For Spring 2025 Intake (17th Dec 2024)', 'Fees': 'INR 16.9 L/Yr', 'Exams Score': 'TOEFL: 69.0, IELTS: 6.0, PTE: 47.0'}]","[{'Course Name': 'Master of Science [M.S] Computer Science', 'Course Duration': '2 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '15 May, 2024', 'Application Fees': 'INR 16.9 L/Yr'}, {'Course Name': 'Master of Public Health [M.P.H]', 'Course Duration': '2 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '15 Jul, 2024', 'Application Fees': 'INR 16.9 L/Yr'}]"
Usa,"School of Art Institute of Chicago, Chicago","Illinois, Usa","{'Tuition Fees': '₹45.6L/Yr\xa0($54,711/Yr)', 'Living Fees': '₹11.58L/Yr\xa0($13,890/Yr)'}","M.F.A Film, Video, New Media and...","Duolingo- 120.0, IELTS- 7.0, PTE- 65.0","School of Art Institute of Chicago [SAIC]: Rankings, Courses, Admissions, Tuition Fee & Scholarships",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_1139_26-19:12_SAIC.png?h=90&w=90&mode=stretch,"{'Location': 'Chicago, Illinois', 'School type': 'School', 'Established Year': 'Estd1866'}",,,,"[{'Course Name': 'Master of Fine Arts [M.F.A] Design for Emerging Technologies', 'Course Duration': '2 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Fees': 'INR 46.5 L/Yr'}, {'Course Name': 'Master of Fine Arts [M.F.A] Film, Video, New Media and Animation', 'Course Duration': '2 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Fees': 'INR 46.5 L/Yr'}]"
Usa,"North Park University, Chicago","Illinois, Usa","{'Tuition Fees': '₹28.96L/Yr\xa0($34,748/Yr)', 'Living Fees': '₹7.76L/Yr\xa0($9,310/Yr)'}",M.B.A,"GMAT- 560.0, IELTS- 6.5","North Park University [NPU]: Rankings, Courses, Admissions, Tuition Fee, Cost of Attendance & Scholarships",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_1140_27-12:51_download-(26.jpeg?h=90&w=90&mode=stretch,"{'Location': 'Chicago, Illinois', 'School type': 'University', 'Established Year': 'Estd1891'}",,,"[{'Program Type': 'M.B.A (2 years)', 'Important Dates': 'Application Deadline For Fall Intake (1st Jun 2024)', 'Fees': 'INR 33.5 L/Yr', 'Exams Score': 'GMAT: 560.0, GRE: 309.0, IELTS: 6.5, TOEFL: 80.0'}, {'Program Type': 'B.S Accounting (2 years)', 'Important Dates': 'Application Deadline For Fall 2024 Intake (1st Jun 2024)\nApplication Deadline For Spring 2024 Intake (1st Oct 2024)', 'Fees': 'INR 30.1 L/Yr', 'Exams Score': 'IELTS: 6.0, TOEFL: 80.0, PTE: 53.0, Duolingo: 105.0'}, {'Program Type': 'M.S Nursing - AGNP (2 years)', 'Important Dates': 'Application Deadline For Fall 2024 Intake (1st Aug 2024)\nApplication Deadline For Spring 2024 Intake (1st Dec 2024)', 'Fees': 'INR 20.9 L/Yr', 'Exams Score': 'IELTS: 6.5, TOEFL: 80.0'}, {'Program Type': 'B.A Arts Administration (4 years)', 'Important Dates': 'Application Deadline For Fall 2024 Intake (1st Jun 2024)\nApplication Deadline For Spring 2024 Intake (1st Oct 2024)', 'Fees': 'INR 30.1 L/Yr', 'Exams Score': 'IELTS: 6.0, TOEFL: 80.0, PTE: 53.0, Duolingo: 105.0'}, {'Program Type': 'B.S Biochemistry (4 years)', 'Important Dates': 'Application Deadline For Fall 2024 Intake (1st Jun 2024)\nApplication Deadline For Spring 2024 Intake (1st Oct 2024)', 'Fees': 'INR 30.1 L/Yr', 'Exams Score': 'IELTS: 6.0, TOEFL: 80.0, PTE: 53.0, Duolingo: 105.0'}, {'Program Type': 'B.A Biology (4 years)', 'Important Dates': 'Application Deadline For Fall 2024 Intake (1st Jun 2024)\nApplication Deadline For Spring 2024 Intake (1st Oct 2024)', 'Fees': 'INR 30.1 L/Yr', 'Exams Score': 'IELTS: 6.0, TOEFL: 80.0, PTE: 53.0, Duolingo: 105.0'}]","[{'Course Name': 'Bachelor of Science [B.S] Health Sciences', 'Course Duration': '4 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '01 Jun, 2024', 'Application Fees': 'INR 30.1 L/Yr'}, {'Course Name': 'Master of Science [M.S] Nursing - AGNP', 'Course Duration': '2 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '01 Aug, 2024', 'Application Fees': 'INR 20.9 L/Yr'}]"
Usa,"John Marshall Law School, Chicago","Illinois, Usa","{'Tuition Fees': '₹42.51L/Yr\xa0($51,006/Yr)'}",L.L.M Information Technology and...,,"John Marshall Law School [JMLS], USA: Rankings, Courses, Admissions, Tuition Fee, Cost of Attendance & Scholarships",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_1145_29-18:59_images.jpeg?h=90&w=90&mode=stretch,"{'Location': 'Chicago, Illinois', 'School type': 'School', 'Established Year': 'Estd1899'}",,"John Marshall Law School, Chicago’s only public law school under University of Illinois Chicago saw an enrollment of 314 students in its world class JD program in the recent admission session. The renowned law school offers specialised degree programmes including a JD program and various LLM programs.",,"[{'Course Name': 'Master of Laws [L.L.M] Intellectual Property Law', 'Course Duration': '1 year', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Fees': 'INR 42.5 L/Yr'}, {'Course Name': 'Master of Laws [L.L.M] Information Technology and Privacy Law', 'Course Duration': '1 year', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Fees': 'INR 42.5 L/Yr'}]"
Usa,"Keck Graduate Institute, Claremont","California, Usa","{'Tuition Fees': '₹36.11L/Yr\xa0($43,325/Yr)'}",M.S Human Genetics and Genomic D...,"GRE- 296.0, IELTS- 6.5","Keck Graduate Institute [KGI] Claremont Courses, Ranking, Admission Criteria, Fee & Scholarships",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/2334 logo.png?h=90&w=90&mode=stretch,"{'Location': 'Claremont, California', 'School type': 'School', 'Established Year': 'Estd1997'}",,,"[{'Program Type': 'M.S Human Genetics and Genomic Data Analytics (2 years)', 'Important Dates': 'Priority Application Deadline For Fall 2025 Intake (10th Dec 2024)', 'Fees': 'INR 37.7 L/Yr', 'Exams Score': 'IELTS: 6.5, TOEFL: 77.0, GRE: 296.0'}, {'Program Type': 'M.S Medical Device Engineering (2 years)', 'Important Dates': 'Priority Application Deadline For Fall 2025 Intake (15th Dec 2024)', 'Fees': 'INR 35.6 L/Yr', 'Exams Score': 'IELTS: 6.5, TOEFL: 77.0, GRE: 296.0'}, {'Program Type': 'M.S Applied Life Sciences (2 years)', 'Important Dates': 'Priority Application Deadline For Fall 2025 Intake (15th Dec 2024)', 'Fees': 'INR 35.6 L/Yr', 'Exams Score': 'IELTS: 6.5, TOEFL: 77.0, GRE: 296.0'}]","[{'Course Name': 'Master of Science [M.S] Medical Device Engineering', 'Course Duration': '2 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '15 Dec, 2024', 'Application Fees': 'INR 35.6 L/Yr'}, {'Course Name': 'Master of Science [M.S] Human Genetics and Genomic Data Analytics', 'Course Duration': '2 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '10 Dec, 2024', 'Application Fees': 'INR 37.7 L/Yr'}]"
Usa,"Clarion University of Pennsylvania, Clarion","Pennsylvania, Usa","{'Tuition Fees': '₹14.07L/Yr\xa0($16,884/Yr)', 'Living Fees': '₹9.6L/Yr\xa0($11,520/Yr)'}",M.B.A Business Administration,"GMAT- 560.0, TOEFL- 80.0","Clarion University of Pennsylvania, USA: Rankings, Courses, Admissions, Tuition Fee, Cost of Attendance & Scholarships",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/2561 Logo.jpg?h=90&w=90&mode=stretch,"{'Location': 'Clarion, Pennsylvania', 'School type': 'University', 'Established Year': 'Estd1867'}",,"Clarion University of Pennsylvania, a well acclaimed public university, is home to 4,400 students belonging to 14 countries across the globe. As a highly coveted university in USA, Clarion offers more than 175 bachelors, associate degrees and online programs across its three unique colleges and two schools. Clarion University of Pennsylvania has a huge network of 63,777 alumni providing a testimonial for exceptional professional guidance received by them at the university. The university graduates and alumni are recruited by top companies across the world with a starting salary of 45,100 USD per annum.","[{'Program Type': 'M.B.A Business Administration (1 year)', 'Important Dates': 'Application Deadline For Fall Intake (1st Aug 2024)', 'Fees': 'INR 19.4 L/Yr', 'Exams Score': 'GMAT: 560.0, TOEFL: 80.0, IELTS: 7.0'}, {'Program Type': 'M.B.A Finance Concentration (1 year)', 'Important Dates': 'Application Deadline For Fall Intake (1st Aug 2024)', 'Fees': 'INR 19.4 L/Yr', 'Exams Score': 'GMAT: 560.0, TOEFL: 80.0, IELTS: 7.0'}, {'Program Type': 'M.B.A Innovation and Entrepreneurship (1 year)', 'Important Dates': 'Application Deadline For Fall Intake (1st Aug 2024)', 'Fees': 'INR 19.4 L/Yr', 'Exams Score': 'GMAT: 560.0, TOEFL: 80.0, IELTS: 7.0'}, {'Program Type': 'M.S Accounting (1 year)', 'Important Dates': 'Application Deadline For Fall Intake (1st Aug 2024)', 'Fees': 'INR 19.4 L/Yr', 'Exams Score': None}, {'Program Type': 'M.B.A Health Care Concentration (1 year)', 'Important Dates': 'Application Deadline For Fall Intake (1st Aug 2024)', 'Fees': 'INR 19.4 L/Yr', 'Exams Score': 'GMAT: 560.0, TOEFL: 80.0, IELTS: 7.0'}, {'Program Type': 'M.B.A Non-profit Business Concentration (1 year)', 'Important Dates': 'Application Deadline For Fall Intake (1st Aug 2024)', 'Fees': 'INR 19.4 L/Yr', 'Exams Score': 'GMAT: 560.0, TOEFL: 80.0, IELTS: 7.0'}]","[{'Course Name': 'Bachelor of Science [B.S] Criminal Justice Administration', 'Course Duration': '4 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Fees': 'INR 13.4 L/Yr'}, {'Course Name': 'Bachelor Nursing', 'Course Duration': '4 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Fees': 'INR 13.4 L/Yr'}]"
Usa,"Austin Peay State University, Clarksville","Tennessee, Usa","{'Tuition Fees': '₹12.07L/Yr\xa0($14,478/Yr)', 'Living Fees': '₹8.52L/Yr\xa0($10,223/Yr)'}",B.S Chemistry,"Duolingo- 85.0, IELTS- 5.5, PTE- 52.0","Austin Peay State University [APSU]: Rankings, Courses, Admissions, Tuition Fee, Cost of Attendance & Scholarships",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/2544 Logo.jpg?h=90&w=90&mode=stretch,"{'Location': 'Clarksville, Tennessee', 'School type': 'University', 'Established Year': 'Estd1927'}",,,"[{'Program Type': 'B.S Chemistry (4 years)', 'Important Dates': 'Application Deadline For Fall Intake (1st Jul 2024)', 'Fees': 'INR 12.1 L/Yr', 'Exams Score': 'IELTS: 5.5, TOEFL: 61.0, PTE: 52.0, Duolingo: 85.0'}, {'Program Type': 'B.A Information Specialist (4 years)', 'Important Dates': 'Application Deadline For Fall Intake (1st Jul 2024)', 'Fees': 'INR 12.1 L/Yr', 'Exams Score': 'IELTS: 5.5, TOEFL: 61.0, PTE: 52.0, Duolingo: 85.0'}, {'Program Type': 'B.B.A Finance (4 years)', 'Important Dates': 'Application Deadline For Fall Intake (1st Jul 2024)', 'Fees': 'INR 12.1 L/Yr', 'Exams Score': 'IELTS: 5.5, TOEFL: 61.0, PTE: 52.0, Duolingo: 85.0'}, {'Program Type': 'B.B.A Management (4 years)', 'Important Dates': 'Application Deadline For Fall Intake (1st Jul 2024)', 'Fees': 'INR 12.1 L/Yr', 'Exams Score': 'IELTS: 5.5, TOEFL: 61.0, PTE: 52.0, Duolingo: 85.0'}, {'Program Type': 'B.A Broadcast Media - Sports Broadcasting (4 years)', 'Important Dates': 'Application Deadline For Fall Intake (1st Jul 2024)', 'Fees': 'INR 12.1 L/Yr', 'Exams Score': 'IELTS: 5.5, TOEFL: 61.0, PTE: 52.0, Duolingo: 85.0'}, {'Program Type': 'B.S Geographic Information Analysis (4 years)', 'Important Dates': 'Application Deadline For Fall Intake (1st Jul 2024)', 'Fees': 'INR 12.1 L/Yr', 'Exams Score': 'IELTS: 5.5, TOEFL: 61.0, PTE: 52.0, Duolingo: 85.0'}]","[{'Course Name': 'Bachelor of Science [B.S] Criminal Justice', 'Course Duration': '4 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '01 Jul, 2024', 'Application Fees': 'INR 12.1 L/Yr'}, {'Course Name': 'Bachelor of Business Administration [B.B.A] Management', 'Course Duration': '4 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '01 Jul, 2024', 'Application Fees': 'INR 12.1 L/Yr'}]"
Usa,"Delta State University, Cleveland","Mississippi, Usa","{'Tuition Fees': '₹7.86L/Yr\xa0($9,435/Yr)', 'Living Fees': '₹6.32L/Yr\xa0($7,584/Yr)'}",M.B.A,"GMAT- 570.0, IELTS- 5.5","Delta State University [DSU]: Rankings, Courses, Admissions, Tuition Fee, Cost of Attendance & Scholarships",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_1169_19-18:28_download-(6).png?h=90&w=90&mode=stretch,"{'Location': 'Cleveland, Mississippi', 'School type': 'University', 'Established Year': 'Estd1924'}",,"Delta State University, a public university, offers a comprehensive undergraduate and graduate curriculum enrolling 3751 students from all states and 50 countries. With 4% international population, the majority of the students enrol in undergraduate programs. Admission to the University is available in Spring and Fall semesters.","[{'Program Type': 'M.B.A (1 year)', 'Important Dates': 'Application Deadline For Fall 2024 Intake (1st Jun 2024)\nDocumentation Deadline For Fall 2024 Intake (1st Jul 2024)\nApplication Deadline For Spring 2025 Intake (15th Oct 2024)\nDocumentation Deadline For Spring 2024 Intake (15th Nov 2024)', 'Fees': 'INR 7.9 L/Yr', 'Exams Score': 'GMAT: 570.0, IELTS: 5.5, TOEFL: 70.0'}, {'Program Type': 'B.A Aviation Management (4 years)', 'Important Dates': 'Application Deadline For Fall 2024 Intake (1st Jun 2024)\nDocumentation Deadline For Fall 2024 Intake (1st Jul 2024)\nApplication Deadline For Spring 2025 Intake (15th Oct 2024)\nDocumentation Deadline For Spring 2024 Intake (15th Nov 2024)', 'Fees': 'INR 7.9 L/Yr', 'Exams Score': 'IELTS: 5.5, TOEFL: 70.0, Duolingo: 110.0'}, {'Program Type': 'B.B.A Business Management (4 years)', 'Important Dates': 'Application Deadline For Fall 2024 Intake (1st Jun 2024)\nDocumentation Deadline For Fall 2024 Intake (1st Jul 2024)\nApplication Deadline For Spring 2025 Intake (15th Oct 2024)\nDocumentation Deadline For Spring 2024 Intake (15th Nov 2024)', 'Fees': 'INR 7.9 L/Yr', 'Exams Score': 'IELTS: 5.5, TOEFL: 70.0, Duolingo: 110.0'}, {'Program Type': 'M.S Health, Physical Education, and Recreation (2 years)', 'Important Dates': 'Application Deadline For Fall 2024 Intake (1st Jun 2024)\nDocumentation Deadline For Fall 2024 Intake (1st Jul 2024)\nApplication Deadline For Spring 2025 Intake (15th Oct 2024)\nDocumentation Deadline For Spring 2024 Intake (15th Nov 2024)', 'Fees': 'INR 7.9 L/Yr', 'Exams Score': 'IELTS: 5.5, TOEFL: 70.0'}, {'Program Type': 'B.B.A Computer Information Systems (4 years)', 'Important Dates': 'Application Deadline For Fall 2024 Intake (1st Jun 2024)\nDocumentation Deadline For Fall 2024 Intake (1st Jul 2024)\nApplication Deadline For Spring 2025 Intake (15th Oct 2024)\nDocumentation Deadline For Spring 2024 Intake (15th Nov 2024)', 'Fees': 'INR 7.9 L/Yr', 'Exams Score': 'IELTS: 5.5, TOEFL: 70.0, Duolingo: 110.0'}, {'Program Type': 'B.A Flight Operations (4 years)', 'Important Dates': 'Application Deadline For Fall 2024 Intake (1st Jun 2024)\nDocumentation Deadline For Fall 2024 Intake (1st Jul 2024)\nApplication Deadline For Spring 2025 Intake (15th Oct 2024)\nDocumentation Deadline For Spring 2024 Intake (15th Nov 2024)', 'Fees': 'INR 7.9 L/Yr', 'Exams Score': 'IELTS: 5.5, TOEFL: 70.0, Duolingo: 110.0'}]","[{'Course Name': 'Bachelor of Science [B.S] Biology', 'Course Duration': '4 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '01 Jun, 2024', 'Application Fees': 'INR 7.9 L/Yr'}, {'Course Name': 'Master of Business Administration [M.B.A]', 'Course Duration': '1 year', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '01 Jun, 2024', 'Application Fees': 'INR 7.9 L/Yr'}]"
Usa,"Lee University, Cleveland","Tennessee, Usa","{'Tuition Fees': '₹22.87L/Yr\xa0($27,441/Yr)', 'Living Fees': '₹6.73L/Yr\xa0($8,080/Yr)'}",M.A Teaching,"IELTS- 5.5, PTE- 32.0","Lee University Cleveland Courses, Ranking, Admission Criteria, Fee & Scholarships",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_1171_20-12:36_download-(7).png?h=90&w=90&mode=stretch,"{'Location': 'Cleveland, Tennessee', 'School type': 'University', 'Established Year': 'Estd1918'}",,,,"[{'Course Name': 'Master of Business Administration [M.B.A]', 'Course Duration': '20 months', 'Course Degree': 'Online, On Campus', 'Course Language': 'English', 'Application Fees': 'INR 22 L/Yr'}, {'Course Name': 'Bachelor of Arts [B.A] Digital Media Studies - Studio Production Emphasis', 'Course Duration': '4 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Fees': 'INR 22.9 L/Yr'}]"
