College_Country_Name,College_Name,College_Place,College_Fees,College_Top_Course,College_Exam_Score,College_Heading,College_Logo,Upper_Section_Details,College_Rating,College_Summary,Fees_and_Eligibility,Courses_Details
Canada,"Concordia University, Montreal","Quebec, Canada","{'Tuition Fees': '₹13.29L/Yr\xa0(CA$21,688/Yr)', 'Living Fees': '₹7.12L/Yr\xa0(CA$11,625/Yr)'}",M.C.S,"Duolingo- 120.0, TOEFL- 90.0, PTE- 61.0","Concordia University, Irvine, Rankings, Admissions 2024, Courses, Cost, Scholarships and Placements",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_3_25-12:26_concor.jpeg?h=90&w=90&mode=stretch,"{'Location': 'Montreal, Quebec', 'School type': 'University', 'Established Year': 'Estd1974'}",7.2,"Concordia University was initially established as Christ College Irvine in 1976, and later granted the university status in 1993. The university has religious affiliation with Lutheran Church, Missouri Synod. At present, there are 5,000 students studying at the Concordia University Irvine campus. Admission students seeking may choose from more than 60 undergraduate and graduate programs at the university. The programs at Concordia University are available in both full-time and part-time modes.","[{'Program Type': 'M.C.S (2 years)', 'Important Dates': 'Application Deadline For Fall 2023 Intake (1st Jun 2024)', 'Fees': 'INR 7.9 L/Yr', 'Exams Score': 'TOEFL: 90.0, IELTS: 7.0, PTE: 61.0, Duolingo: 120.0'}, {'Program Type': 'M.B.A (2 years)', 'Important Dates': 'winter (1st Jun 2024)', 'Fees': 'INR 29.4 L/Yr', 'Exams Score': 'IELTS: 7.0, TOEFL: 95.0, GMAT: 580.0, Duolingo: 120.0'}, {'Program Type': 'M.Eng Information Systems Security (2 years)', 'Important Dates': 'winter (1st Jul 2024)', 'Fees': 'INR 12.9 L/Yr', 'Exams Score': 'TOEFL: 88.0, IELTS: 6.5, PTE: 57.0, Duolingo: 115.0'}, {'Program Type': 'MApCompSc (2 years)', 'Important Dates': 'Application Deadline For Winter 2024 Intake (1st Jul 2024)', 'Fees': 'INR 22.2 L/Yr', 'Exams Score': 'TOEFL: 85.0, IELTS: 6.5, PTE: 57.0, Duolingo: 115.0'}, {'Program Type': 'M.Eng Software Engineering (2 years)', 'Important Dates': 'Application Deadline For Winter 2024 Intake (1st Jul 2024)', 'Fees': 'INR 20.4 L/Yr', 'Exams Score': 'TOEFL: 88.0, IELTS: 6.5, PTE: 61.0, Duolingo: 115.0'}]","[{'Course Name': 'Master of Computer Science [M.C.S]', 'Course Duration': '2 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '01 Jun, 2024', 'Application Fees': 'INR 7.9 L/Yr'}, {'Course Name': 'Master of Business Administration [M.B.A]', 'Course Duration': '2 years', 'Course Degree': 'Co Op, On Campus', 'Course Language': 'English', 'Application Date': '01 Jun, 2024', 'Application Fees': 'INR 29.4 L/Yr'}]"
Canada,"University of Windsor, Windsor","Ontario, Canada","{'Tuition Fees': '₹14.69L/Yr\xa0(CA$23,970/Yr)', 'Living Fees': '₹4.44L/Yr\xa0(CA$7,238/Yr)'}",M.B.A,"Duolingo- 120.0, TOEFL- 100.0","University of Windsor [UWindsor] University Rankings, Courses, Fees, Admission 2024 & Scholarships",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_12_25-15:56_University-of-Windsor.jpeg?h=90&w=90&mode=stretch,"{'Location': 'Windsor, Ontario', 'School type': 'University', 'Established Year': 'Estd1963'}",7.2,"University of Windsor is a renowned public research university established in 1857. Currently, the southernmost university of Canada is home to 16,321 students pursuing full-time and part-time program at various levels. International students from over 100 countries comprise 23% of the total student body of University of Windsor. International students can pursue 190 undergraduate programs, 65 graduate programs and 6 professional programs in University of Windsor.","[{'Program Type': 'M.B.A (1 year)', 'Important Dates': 'Application Deadline For Fall Intake (1st Sep 2024)', 'Fees': 'INR 13.6 L/Yr', 'Exams Score': 'TOEFL: 100.0, IELTS: 7.0, Duolingo: 120.0, GMAT: 550.0'}, {'Program Type': 'M.S Computer Science (2 years)', 'Important Dates': 'Application Deadline For Fall 2024 Intake (15th Apr 2024)', 'Fees': 'INR 9.4 L/Yr', 'Exams Score': 'TOEFL: 92.0, IELTS: 6.5, PTE: 65.0'}, {'Program Type': 'B.S Computer Science (Software Engineering) (4 years)', 'Important Dates': 'Application Deadline For September Intake (1st May 2024)', 'Fees': 'INR 21.7 L/Yr', 'Exams Score': 'IELTS: 6.5, TOEFL: 83.0, PTE: 68.0, Duolingo: 120.0'}, {'Program Type': 'M.A.Sc Electrical and Computer Engineering (2 years)', 'Important Dates': 'Application Deadline For Fall 2023 Intake (1st May 2024)', 'Fees': 'INR 9.8 L/Yr', 'Exams Score': 'TOEFL: 83.0, IELTS: 6.5, PTE: 68.0, Duolingo: 120.0'}, {'Program Type': 'B.N (4 years)', 'Important Dates': 'Application Deadline For September Intake (1st May 2024)', 'Fees': 'INR 20.3 L/Yr', 'Exams Score': 'IELTS: 6.5, TOEFL: 83.0, PTE: 68.0, Duolingo: 120.0'}, {'Program Type': 'B.Com Business Administration (4 years)', 'Important Dates': 'Application Deadline For September Intake (1st May 2024)', 'Fees': 'INR 19.9 L/Yr', 'Exams Score': 'IELTS: 6.5, TOEFL: 83.0, PTE: 68.0, Duolingo: 120.0'}]","[{'Course Name': 'Master of Business Administration [M.B.A]', 'Course Duration': '1 year', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '01 Sep, 2024', 'Application Fees': 'INR 13.6 L/Yr'}, {'Course Name': 'Master of Management [M.Mgmt]', 'Course Duration': '16 months', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Fees': 'INR 12 L/Yr'}]"
Germany,"Technical University of Braunschweig, Braunschweig","Lower Saxony, Germany","{'Tuition Fees': '₹63.4K/Yr\xa0(€700/Yr)', 'Living Fees': '₹4.83L/Yr\xa0(€5,328/Yr)'}",M.S Automotive Engineering,TOEFL- 80.0,"Technical University of Braunschweig, Germany: Rankings, Courses, Admissions, Acceptance Rate, Cost of Attendance & Scholarships",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_639_02-12:38_639.jpeg?h=90&w=90&mode=stretch,"{'Location': 'Braunschweig, Lower Saxony', 'School type': 'University', 'Established Year': 'Estd1745'}",,"The Technical University of Braunschweig is a public research university and is a member of TU9, an association of the top nine German universities of technology. It is the largest technical university in Northern Germany. With the highest level of investment in research, the university is the academic centre of Braunschweig in the centre of Europe’s active research region.","[{'Program Type': 'M.S Automotive Engineering (2 years)', 'Important Dates': 'Application Deadline For Winter 2024 Intake (15th Jul 2024)\nApplication Deadline For Summer 2025 Intake (15th Jan 2025)', 'Fees': 'INR 63,413/Yr', 'Exams Score': 'TOEFL: 80.0, IELTS: 6.0'}, {'Program Type': 'M.S Computer Science (2 years)', 'Important Dates': 'Application Deadline For Winter 2024 Intake (15th Jul 2024)\nApplication Deadline For Summer 2025 Intake (15th Jan 2025)', 'Fees': 'INR 63,413/Yr', 'Exams Score': 'TOEFL: 80.0, IELTS: 6.0'}, {'Program Type': 'M.S Architecture (2 years)', 'Important Dates': 'Application Deadline For Winter 2024 Intake (15th Jul 2024)\nApplication Deadline For Summer 2025 Intake (15th Jan 2025)', 'Fees': 'INR 63,413/Yr', 'Exams Score': 'TOEFL: 80.0, IELTS: 6.0'}, {'Program Type': 'M.S Aerospace Engineering (2 years)', 'Important Dates': 'Application Deadline For Winter 2024 Intake (15th Jul 2024)\nApplication Deadline For Summer 2025 Intake (15th Jan 2025)', 'Fees': 'INR 63,413/Yr', 'Exams Score': 'TOEFL: 80.0, IELTS: 6.0'}, {'Program Type': 'M.S Biotechnology (2 years)', 'Important Dates': 'Application Deadline For Winter 2024 Intake (15th Jul 2024)\nApplication Deadline For Summer 2025 Intake (15th Jan 2025)', 'Fees': 'INR 63,413/Yr', 'Exams Score': 'TOEFL: 80.0, IELTS: 6.0'}, {'Program Type': 'M.S Computational Science (2 years)', 'Important Dates': 'Application Deadline For Winter 2024 Intake (15th Jul 2024)\nApplication Deadline For Summer 2025 Intake (15th Jan 2025)', 'Fees': 'INR 63,413/Yr', 'Exams Score': 'TOEFL: 80.0, IELTS: 6.0'}]","[{'Course Name': 'Master of Science [M.S] Computer Science', 'Course Duration': '2 years', 'Course Degree': 'On Campus', 'Course Language': 'German', 'Application Date': '15 Jul, 2024', 'Application Fees': 'INR 63,413/Yr'}, {'Course Name': 'Master of Science [M.S] Automotive Engineering', 'Course Duration': '2 years', 'Course Degree': 'On Campus', 'Course Language': 'German', 'Application Date': '15 Jul, 2024', 'Application Fees': 'INR 63,413/Yr'}]"
New Zealand,"Massey University, Palmerston North","North Island, New Zealand","{'Tuition Fees': '₹18.14L/Yr\xa0(NZ$36,135/Yr)', 'Living Fees': '₹8.25L/Yr\xa0(NZ$16,440/Yr)'}",M.S Information Sciences,"TOEFL- 90.0, PTE- 58.0","Massey University: Ranking, Programs, Fees, Admissions, Application Deadlines, Costs of Attendance & Scholarships",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_764_29-11:34_massey.png?h=90&w=90&mode=stretch,"{'Location': 'Palmerston North, North Island', 'School type': 'University', 'Established Year': 'Estd1927'}",,Table of Contents,,"[{'Course Name': 'Bachelor Nursing', 'Course Duration': '3 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Fees': 'INR 17.4 L/Yr'}, {'Course Name': 'Master of Business Administration [M.B.A]', 'Course Duration': '1 year', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Fees': 'INR 27.5 L/Yr'}]"
Uk,"University of The West of England, Bristol","England, Uk","{'Tuition Fees': '₹17.09L/Yr\xa0(£16,202/Yr)', 'Living Fees': '₹9.54L/Yr\xa0(£9,048/Yr)'}",M.Sc Data Science,"IELTS- 6.5, PTE- 50.0","University of The West of England [UWE] Bristol Courses, Ranking, Admission Criteria, Fee & Scholarships",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_798_31-19:39_9.png?h=90&w=90&mode=stretch,"{'Location': 'Bristol, England', 'School type': 'University', 'Established Year': 'Estd1992'}",,"The University of the West of England is a public university with the main campus located at Frenchay and other three namely City Campus, Glenside Campus and Gloucester Campus respectively.It is one of the most popular universities in the UK. Currently, the university has an enrollment of 31,877 students including 22,927 undergraduates and 8,950 graduate students. The student population comprises 1,406 EU students and 3,867 overseas students.","[{'Program Type': 'M.Sc Data Science (1 year)', 'Important Dates': 'Application Deadline For 2024 Intake (1st Aug 2024)', 'Fees': 'INR 19 L/Yr', 'Exams Score': 'IELTS: 6.5, PTE: 50.0, TOEFL: 90.0'}, {'Program Type': 'M.B.A (1 year)', 'Important Dates': 'Application Deadline For 2024 Intake (1st Aug 2024)', 'Fees': 'INR 17.9 L/Yr', 'Exams Score': 'IELTS: 6.5, PTE: 50.0, TOEFL: 90.0, GMAT: 590.0'}, {'Program Type': 'M.Sc Business Management (1 year)', 'Important Dates': 'Application Deadline For 2024 Intake (1st Aug 2024)', 'Fees': 'INR 18.2 L/Yr', 'Exams Score': 'IELTS: 6.5, PTE: 50.0, TOEFL: 90.0'}, {'Program Type': 'M.Sc Information Technology (1 year)', 'Important Dates': 'Application Deadline For 2024 Intake (1st Aug 2024)', 'Fees': 'INR 18.2 L/Yr', 'Exams Score': 'IELTS: 6.5, PTE: 50.0, TOEFL: 90.0'}, {'Program Type': 'B.S Computer Science (3 years)', 'Important Dates': 'Application Deadline For 2024 Intake (30th Jun 2024)', 'Fees': 'INR 16.7 L/Yr', 'Exams Score': 'TOEFL: 80.0, IELTS: 6.0, PTE: 50.0'}, {'Program Type': 'M.Sc Cyber Security (1 year)', 'Important Dates': 'Application Deadline For 2024 Intake (1st Aug 2024)', 'Fees': 'INR 19 L/Yr', 'Exams Score': 'IELTS: 6.5, PTE: 50.0, TOEFL: 90.0'}]","[{'Course Name': 'Master of Business Administration [M.B.A]', 'Course Duration': '1 year', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '01 Aug, 2024', 'Application Fees': 'INR 17.9 L/Yr'}, {'Course Name': 'Master of Science [M.Sc] Data Science', 'Course Duration': '1 year', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '01 Aug, 2024', 'Application Fees': 'INR 19 L/Yr'}]"
Uk,"Anglia Ruskin University, Cambridge","England, Uk","{'Tuition Fees': '₹17.51L/Yr\xa0(£16,600/Yr)', 'Living Fees': '₹7.25L/Yr\xa0(£6,871/Yr)'}",M.B.A,"GMAT- 590.0, IELTS- 6.5, PTE- 61.0","Anglia Ruskin University [ARU]: Rankings, Courses, Admissions, Tuition Fee, Cost of Attendance & Scholarships",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_799_31-19:39_10.png?h=90&w=90&mode=stretch,"{'Location': 'Cambridge, England', 'School type': 'University', 'Established Year': 'Estd1858'}",7.2,"Anglia Ruskin University comprises four campuses. The Anglia Ruskin University Cambridge is a friendly, bustling campus, especially for international students.",,"[{'Course Name': 'Master of Business Administration [M.B.A]', 'Course Duration': '1 year', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Fees': 'INR 20.3 L/Yr'}, {'Course Name': 'Master of Science [M.Sc] Artificial Intelligence with Cyber Security', 'Course Duration': '1 year', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Fees': 'INR 18.7 L/Yr'}]"
Uk,"Edinburgh Napier University, Edinburgh","Scotland, Uk","{'Tuition Fees': '₹17.46L/Yr\xa0(£16,556/Yr)', 'Living Fees': '₹6.98L/Yr\xa0(£6,617/Yr)'}",M.Sc Healthcare Management,"TOEFL- 80.0, PTE- 56.0","Edinburgh Napier University Rankings, Courses, Admissions, Tuition Fee, Cost of Attendance & Scholarships",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_808_31-19:49_11.png?h=90&w=90&mode=stretch,"{'Location': 'Edinburgh, Scotland', 'School type': 'University', 'Established Year': 'Estd1965'}",5.8,,"[{'Program Type': 'M.Sc Healthcare Management (1 year)', 'Important Dates': 'Application Deadline (30th Jun 2024)', 'Fees': 'INR 18 L/Yr', 'Exams Score': 'TOEFL: 80.0, IELTS: 6.0, PTE: 56.0'}, {'Program Type': 'M.B.A Strategic Project Management (2 years)', 'Important Dates': 'Application Deadline (30th Jun 2024)', 'Fees': 'INR 20.9 L/Yr', 'Exams Score': 'TOEFL: 80.0, IELTS: 6.0'}, {'Program Type': 'M.B.A (2 years)', 'Important Dates': 'Application Deadline (30th Jun 2024)', 'Fees': 'INR 20.9 L/Yr', 'Exams Score': 'IELTS: 6.0, PTE: 56.0'}, {'Program Type': 'M.Sc Data Science (2 years)', 'Important Dates': 'Application Deadline (30th Jun 2024)', 'Fees': 'INR 18 L/Yr', 'Exams Score': 'IELTS: 6.0, PTE: 56.0'}, {'Program Type': 'M.Sc Business Management (2 years)', 'Important Dates': 'Application Deadline (30th Jun 2024)', 'Fees': 'INR 19.6 L/Yr', 'Exams Score': 'IELTS: 6.0, PTE: 56.0'}, {'Program Type': 'M.B.A (1 year)', 'Important Dates': 'Application Deadline (30th Jun 2024)', 'Fees': 'INR 20.9 L/Yr', 'Exams Score': 'IELTS: 6.0, PTE: 56.0'}]","[{'Course Name': 'Bachelor of Arts [B.A] International Hospitality Management', 'Course Duration': '4 years', 'Course Degree': 'Honours, On Campus', 'Course Language': 'English', 'Application Fees': 'INR 16 L/Yr'}, {'Course Name': 'Master of Science [M.Sc] Healthcare Management', 'Course Duration': '1 year', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '30 Jun, 2024', 'Application Fees': 'INR 18 L/Yr'}]"
Uk,"University of Greenwich, London","England, Uk","{'Tuition Fees': '₹17.48L/Yr\xa0(£16,568/Yr)', 'Living Fees': '₹1.41L/Yr\xa0(£1,334/Yr)'}",M.B.A International Business,"GMAT- 590.0, IELTS- 6.5","University of Greenwich Rankings, Courses, Admission 2024-25, Fees, Scholarship, Placements & Alumni",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_848_02-11:42_8.png?h=90&w=90&mode=stretch,"{'Location': 'London, England', 'School type': 'University', 'Established Year': 'Estd1890'}",7.4,"University of Greenwich is a public university in UK, established in 1890. The university is home to more than 22,000 students including more than 2,600 international students. You can pursue 200 UG courses and over 150 UG programs at University of Greenwich across various academic levels through its 3 accessible campuses.","[{'Program Type': 'M.S Data Science (1 year)', 'Important Dates': 'Application Deadline for Autumn Term (15th May 2024)', 'Fees': 'INR 17.2 L/Yr', 'Exams Score': 'IELTS: 6.5'}, {'Program Type': 'M.S Electrical and Electronic Engineering with Industrial Practice (2 years)', 'Important Dates': 'Application Deadline for Autumn Term (15th May 2024)', 'Fees': 'INR 21.1 L/Yr', 'Exams Score': 'IELTS: 6.5'}, {'Program Type': 'M.S Advanced Chemical Engineering (1 year)', 'Important Dates': 'Application Deadline for Autumn Term (15th May 2024)', 'Fees': 'INR 17.2 L/Yr', 'Exams Score': 'IELTS: 6.5'}, {'Program Type': 'M.S Product Design Engineering (1 year)', 'Important Dates': 'Application Deadline for Autumn Term (15th May 2024)', 'Fees': 'INR 17.2 L/Yr', 'Exams Score': 'IELTS: 6.5'}, {'Program Type': 'M.S Electrical Power Engineering with Industrial Practice (2 years)', 'Important Dates': 'Application Deadline for Autumn Term (15th May 2024)', 'Fees': 'INR 21.1 L/Yr', 'Exams Score': 'IELTS: 6.5'}, {'Program Type': 'M.S Law, Regulation and the International Financial System (1 year)', 'Important Dates': 'Application Deadline for Autumn Term (15th May 2024)', 'Fees': 'INR 17.2 L/Yr', 'Exams Score': 'IELTS: 6.5'}]","[{'Course Name': 'Master of Arts [M.A] International Business', 'Course Duration': '1 year', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Fees': 'INR 19.1 L/Yr'}, {'Course Name': 'Master of Business Administration [M.B.A] International Business', 'Course Duration': '2 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Fees': 'INR 18.2 L/Yr'}]"
Uk,"Northumbria University, Newcastle upon Tyne","England, Uk","{'Tuition Fees': '₹20.69L/Yr\xa0(£19,617/Yr)', 'Living Fees': '₹5.06L/Yr\xa0(£4,798/Yr)'}",M.B.A,"GMAT- 590.0, IELTS- 6.5, PTE- 62.0","Northumbria University: Rankings, Campus, Courses, Admissions 2024-25, Cost, Scholarships, Placements & Alumni",https://images.collegedunia.com/public/college_data/images/studyabroad/logos/college_860_02-11:48_10.png?h=90&w=90&mode=stretch,"{'Location': 'Newcastle upon Tyne, England', 'School type': 'University', 'Established Year': 'Estd1969'}",7.2,"Northumbria University is a well-known university of United Kingdom, established in 1969 by merging of 3 colleges. Growing ever since, Northumbria University campus is spread across 4 locations in 3 different cities, Newcastle, London and Amsterdam. The university is home to 35,000 students hailing from 85 countries. Students can choose from 182 undergraduate courses, and 278 postgraduate courses at Northumbria University.","[{'Program Type': 'M.B.A (1 year)', 'Important Dates': 'Registration Deadline for 2024 Intake (31st May 2024)\nApplication Deadline for September 2024 Intake (31st Jul 2024)', 'Fees': 'INR 20.8 L/Yr', 'Exams Score': 'IELTS: 6.5, PTE: 62.0, GMAT: 590.0, TOEFL: 88.0'}, {'Program Type': 'M.Arch Architecture (2 years)', 'Important Dates': 'Application Deadline For Summer (30th Jul 2024)', 'Fees': 'INR 18.5 L/Yr', 'Exams Score': 'TOEFL: 75.0, IELTS: 6.5, PTE: 52.0'}, {'Program Type': 'M.Sc Computer Science (1 year)', 'Important Dates': 'Registration Deadline for 2024 Intake (31st May 2024)\nApplication Deadline for September 2024 Intake (31st Jul 2024)', 'Fees': 'INR 20.8 L/Yr', 'Exams Score': 'IELTS: 6.5, PTE: 62.0, TOEFL: 88.0, GRE: 298.0'}, {'Program Type': 'M.Sc Data Science (16 months)', 'Important Dates': 'Registration Deadline for 2024 Intake (31st May 2024)\nApplication Deadline for September 2024 Intake (31st Jul 2024)', 'Fees': 'INR 20.8 L/Yr', 'Exams Score': 'IELTS: 6.5'}, {'Program Type': 'M.Sc Business with Business Analytics (1 year)', 'Important Dates': 'Registration Deadline for 2024 Intake (31st May 2024)\nApplication Deadline for September 2024 Intake (31st Jul 2024)', 'Fees': 'INR 20.8 L/Yr', 'Exams Score': 'IELTS: 6.5, PTE: 62.0, TOEFL: 88.0, GRE: 298.0'}, {'Program Type': 'M.Sc Nursing (20 months)', 'Important Dates': 'Registration Deadline for 2024 Intake (31st May 2024)\nApplication Deadline for September 2024 Intake (31st Jul 2024)', 'Fees': 'INR 24 L/Yr', 'Exams Score': 'IELTS: 6.5, PTE: 62.0, TOEFL: 88.0, GRE: 298.0'}]","[{'Course Name': 'Master of Science [M.Sc] Computer Science', 'Course Duration': '1 year', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '31 May, 2024', 'Application Fees': 'INR 20.8 L/Yr'}, {'Course Name': 'Master of Business Administration [M.B.A]', 'Course Duration': '1 year', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '31 May, 2024', 'Application Fees': 'INR 20.8 L/Yr'}]"
Usa,"University of Alaska, Fairbanks","Alaska, Usa","{'Tuition Fees': '₹20.64L/Yr\xa0($24,770/Yr)', 'Living Fees': '₹7.28L/Yr\xa0($8,730/Yr)'}",M.S Civil Engineering,TOEFL- 79.0,University of Alaska [UAF],https://images.collegedunia.com/public/college_data/images/studyabroad/logos/74175 logo.png?h=90&w=90&mode=stretch,"{'Location': 'Fairbanks, Alaska', 'School type': 'University', 'Established Year': 'Estd1990'}",,,"[{'Program Type': 'M.S Civil Engineering (1 year)', 'Important Dates': 'spring (1st Sep 2024)', 'Fees': 'INR 17.5 L/Yr', 'Exams Score': 'TOEFL: 79.0, IELTS: 6.5'}, {'Program Type': 'M.S Computer Science (1 year)', 'Important Dates': 'Application Deadline For Fall Intake (15th Jun 2024)', 'Fees': 'INR 17.5 L/Yr', 'Exams Score': 'TOEFL: 79.0, IELTS: 6.5'}, {'Program Type': 'M.S Electrical Engineering (1 year)', 'Important Dates': 'Application Deadline For Fall Intake (15th Jun 2024)', 'Fees': 'INR 17.5 L/Yr', 'Exams Score': 'TOEFL: 79.0, IELTS: 6.5'}, {'Program Type': 'M.S Mining Engineering (1 year)', 'Important Dates': 'Application Deadline For Fall Intake (15th Jun 2024)', 'Fees': 'INR 17.5 L/Yr', 'Exams Score': 'TOEFL: 79.0, IELTS: 6.5'}, {'Program Type': 'M.B.A (2 years)', 'Important Dates': 'Application Deadline For Fall Intake (15th Jun 2024)', 'Fees': 'INR 17.5 L/Yr', 'Exams Score': 'TOEFL: 79.0, IELTS: 6.5'}, {'Program Type': 'M.S Mechanical Engineering (1 year)', 'Important Dates': 'Application Deadline For Fall Intake (15th Jun 2024)', 'Fees': 'INR 17.5 L/Yr', 'Exams Score': 'TOEFL: 79.0, IELTS: 6.5'}]","[{'Course Name': 'Master of Science [M.S] Computer Science', 'Course Duration': '1 year', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '15 Jun, 2024', 'Application Fees': 'INR 17.5 L/Yr'}, {'Course Name': 'Master of Business Administration [M.B.A]', 'Course Duration': '2 years', 'Course Degree': 'On Campus', 'Course Language': 'English', 'Application Date': '15 Jun, 2024', 'Application Fees': 'INR 17.5 L/Yr'}]"
